Survey	Stratum	PSU	Layer	Beam	SpeciesCategory	IndividualTotalLength	LengthResolution	Frequency	Density	MinLayerDepth	MaxLayerDepth	DensityWeight	AcousticCategory	NASC	MeanNASCWeight	ChannelReferenceType	ChannelReferenceDepth	ChannelReferenceTilt	TargetStrength0	LengthExponent	WeightedCount	LengthDistributionType	midIndividualTotalLength	TargetStrength	backscatteringCrossSection	representativeBackscatteringCrossSection	representativeBackscatteringCrossSectionNormalized	crossSection
Survey	Outer_Shoal_2020_1	T16	WaterColumn	38000/2	havsil/171677/126751/NA	13	1	38000	6277051.23697638	0	Inf	17.2	27	7.204984894603	17.2	P	0	180	-93	20	5600	Percent	13.5	-70.3933246301	9.13414e-08	0.000511511691	0.263151448738	1.14783e-06
Survey	Outer_Shoal_2020_1	T16	WaterColumn	38000/2	havsil/171677/126751/NA	14	1	38000	2690164.81584702	0	Inf	17.2	27	3.562252966702	17.2	P	0	180	-93	20	2400	Percent	14.5	-69.772639955301	1.05375e-07	0.000252899078	0.130106036678	1.324176e-06
Survey	Outer_Shoal_2020_1	T16	WaterColumn	38000/2	havsil/171677/126751/NA	15	1	38000	448360.80264117	0	Inf	17.2	27	0.678423523781	17.2	P	0	180	-93	20	400	Percent	15.5	-69.193366036594	1.2041e-07	4.8164093e-05	0.024778418797	1.51312e-06
Survey	Outer_Shoal_2020_1	T16	WaterColumn	38000/2	havsil/171677/126751/NA	16	1	38000	1345082.40792351	0	Inf	17.2	27	2.306357598537	17.2	P	0	180	-93	20	1200	Percent	16.5	-68.650321115722	1.36448e-07	0.000163737869	0.08423631031	1.714659e-06
Survey	Outer_Shoal_2020_1	T16	WaterColumn	38000/2	havsil/171677/126751/NA	17	1	38000	1008811.80594263	0	Inf	17.2	27	1.945790673697	17.2	P	0	180	-93	20	900	Percent	17.5	-68.139239026274	1.53489e-07	0.000138139731	0.071067135076	1.928795e-06
Survey	Outer_Shoal_2020_1	T16	WaterColumn	38000/2	havsil/171677/126751/NA	18	1	38000	1008811.80594263	0	Inf	17.2	27	2.17452035289	17.2	P	0	180	-93	20	900	Percent	18.5	-67.65656543194	1.71531e-07	0.000154378198	0.079421149322	2.155526e-06
Survey	Outer_Shoal_2020_1	T16	WaterColumn	38000/2				38000		0	Inf	17.2			17.2							Percent						
Survey	Outer_Shoal_2020_1	T17	WaterColumn	38000/2	havsil/171677/126751/NA	9	1	38000	127239.892432999	0	Inf	23.4	27	0.072323655341	23.4	P	0	180	-93	20	100	Percent	9.5	-73.445527894223	4.52321e-08	4.523215e-06	0.002327005511	5.68404e-07
Survey	Outer_Shoal_2020_1	T17	WaterColumn	38000/2	havsil/171677/126751/NA	10	1	38000	636199.462164997	0	Inf	23.4	27	0.441755290935	23.4	P	0	180	-93	20	500	Percent	10.5	-72.576214018601	5.52559e-08	2.7627946e-05	0.014213427015	6.94366e-07
Survey	Outer_Shoal_2020_1	T17	WaterColumn	38000/2	havsil/171677/126751/NA	11	1	38000	4071676.55785598	0	Inf	23.4	27	3.391398442154	23.4	P	0	180	-93	20	3200	Percent	11.5	-71.786043192928	6.6282e-08	0.000212102437	0.109117865085	8.32924e-07
Survey	Outer_Shoal_2020_1	T17	WaterColumn	38000/2	havsil/171677/126751/NA	12	1	38000	6998194.08381496	0	Inf	23.4	27	6.886774660269	23.4	P	0	180	-93	20	5500	Percent	12.5	-71.061799739839	7.83105e-08	0.000430707779	0.221581203468	9.84079e-07
Survey	Outer_Shoal_2020_1	T17	WaterColumn	38000/2	havsil/171677/126751/NA	13	1	38000	7125433.97624796	0	Inf	23.4	27	8.17878367217	23.4	P	0	180	-93	20	5600	Percent	13.5	-70.3933246301	9.13414e-08	0.000511511691	0.263151448738	1.14783e-06
Survey	Outer_Shoal_2020_1	T17	WaterColumn	38000/2	havsil/171677/126751/NA	14	1	38000	3053757.41839198	0	Inf	23.4	27	4.043713737975	23.4	P	0	180	-93	20	2400	Percent	14.5	-69.772639955301	1.05375e-07	0.000252899078	0.130106036678	1.324176e-06
Survey	Outer_Shoal_2020_1	T17	WaterColumn	38000/2	havsil/171677/126751/NA	15	1	38000	508959.569731997	0	Inf	23.4	27	0.770116706737	23.4	P	0	180	-93	20	400	Percent	15.5	-69.193366036594	1.2041e-07	4.8164093e-05	0.024778418797	1.51312e-06
Survey	Outer_Shoal_2020_1	T17	WaterColumn	38000/2	havsil/171677/126751/NA	16	1	38000	1526878.70919599	0	Inf	23.4	27	2.618076254848	23.4	P	0	180	-93	20	1200	Percent	16.5	-68.650321115722	1.36448e-07	0.000163737869	0.08423631031	1.714659e-06
Survey	Outer_Shoal_2020_1	T17	WaterColumn	38000/2	havsil/171677/126751/NA	17	1	38000	1145159.03189699	0	Inf	23.4	27	2.208776454675	23.4	P	0	180	-93	20	900	Percent	17.5	-68.139239026274	1.53489e-07	0.000138139731	0.071067135076	1.928795e-06
Survey	Outer_Shoal_2020_1	T17	WaterColumn	38000/2	havsil/171677/126751/NA	18	1	38000	1145159.03189699	0	Inf	23.4	27	2.468420380776	23.4	P	0	180	-93	20	900	Percent	18.5	-67.65656543194	1.71531e-07	0.000154378198	0.079421149322	2.155526e-06
Survey	Outer_Shoal_2020_1	T17	WaterColumn	38000/2				38000		0	Inf	23.4			23.4							Percent						
Survey	Outer_Shoal_2020_1	T93										0			0													
Survey	Outer_Shoal_2020_1	T94										0			0													
Survey	Outer_Shoal_2020_1	T95										0			0													
Survey	Outer_Shoal_2020_1	T96										0			0													
Survey	Outer_Shoal_2020_1	T97										0			0													
Survey	Outer_Shoal_2020_1	T98										0			0													
Survey	Outer_Shoal_2020_1	T99										0			0													
			WaterColumn	38000/2	havsil/171677/126751/NA			38000		0	Inf	48.2	27		48.2	P	0	180	-93	20								
			WaterColumn	38000/2				38000		0	Inf	48.2			48.2													
