"CruiseKey"	"LogKey"	"BeamKey"	"AcousticCategoryKey"	"ChannelReferenceKey"	"NASCKey"	"Channel"	"MaxChannelRange"	"MinChannelRange"	"NASC"
"2020821"	"2020-04-24T05:06:30.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.11753844
"2020821"	"2020-04-24T05:06:30.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	1.9815563
"2020821"	"2020-04-24T05:07:05.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	0.020686274
"2020821"	"2020-04-24T05:07:05.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	27.580013
"2020821"	"2020-04-24T05:07:05.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	11.514421
"2020821"	"2020-04-24T05:08:52.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	6.8064027
"2020821"	"2020-04-24T05:10:03.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	0.71175903
"2020821"	"2020-04-24T05:10:03.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	17.259336
"2020821"	"2020-04-24T05:10:03.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	25.316109
"2020821"	"2020-04-24T05:10:03.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	19.93322
"2020821"	"2020-04-24T05:10:39.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	1.0996517
"2020821"	"2020-04-24T05:10:39.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	7.0937414
"2020821"	"2020-04-24T05:10:39.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	7.446445
"2020821"	"2020-04-24T05:10:39.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	1.3070979
"2020821"	"2020-04-24T05:11:15.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.50768244
"2020821"	"2020-04-24T05:11:15.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	13.604006
"2020821"	"2020-04-24T05:11:15.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	1.3276515
"2020821"	"2020-04-24T05:11:51.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	7.325032
"2020821"	"2020-04-24T05:11:51.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	121.80117
"2020821"	"2020-04-24T05:12:26.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	0.2174058
"2020821"	"2020-04-24T05:12:26.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	48.98014
"2020821"	"2020-04-24T05:41:09.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	1.7506126
"2020821"	"2020-04-24T05:41:09.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.1375003
"2020821"	"2020-04-24T05:41:44.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	2.9033723
"2020821"	"2020-04-24T05:41:44.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	2.5298014
"2020821"	"2020-04-24T05:42:20.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	1.1019235
"2020821"	"2020-04-24T05:42:20.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	7.383158
"2020821"	"2020-04-24T05:44:13.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	0.39258182
"2020821"	"2020-04-24T05:44:13.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	3.4409475
"2020821"	"2020-04-24T05:44:50.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	2.0271993
"2020821"	"2020-04-24T05:44:50.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	4.7751765
"2020821"	"2020-04-24T05:44:50.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	20.359934
"2020821"	"2020-04-24T05:44:50.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	0.31248438
"2020821"	"2020-04-24T05:45:27.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.69631195
"2020821"	"2020-04-24T05:46:04.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	0.0006899526
"2020821"	"2020-04-24T05:46:04.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.4020392
"2020821"	"2020-04-24T05:46:41.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	2.206717
"2020821"	"2020-04-24T05:46:41.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	5.105149
"2020821"	"2020-04-24T05:49:04.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.01806411
"2020821"	"2020-04-24T05:49:04.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	9.496543
"2020821"	"2020-04-24T05:50:15.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	1.7005274
"2020821"	"2020-04-24T05:50:15.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	85.988625
"2020821"	"2020-04-24T05:50:15.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	93.66764
"2020821"	"2020-04-24T05:51:26.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.92726934
"2020821"	"2020-04-24T05:51:26.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	12.280196
"2020821"	"2020-04-24T05:51:26.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	15.607963
"2020821"	"2020-04-24T05:52:03.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	2.1063812
"2020821"	"2020-04-24T05:52:03.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	24.107536
"2020821"	"2020-04-24T05:52:03.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	22.830975
"2020821"	"2020-04-24T05:52:41.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	6.9519634
"2020821"	"2020-04-24T05:52:41.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	8.04007
"2020821"	"2020-04-24T05:53:21.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	2.8515162
"2020821"	"2020-04-24T05:53:21.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	1.6006241
"2020821"	"2020-04-24T05:58:15.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	66.36568
"2020821"	"2020-04-24T05:58:15.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	212.51862
"2020821"	"2020-04-24T06:09:54.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	8.531328
"2020821"	"2020-04-24T06:09:54.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	11.079959
"2020821"	"2020-04-24T06:11:06.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	237.34457
"2020821"	"2020-04-24T06:11:06.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	72.44798
"2020821"	"2020-04-24T06:11:43.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	4.3679743
"2020821"	"2020-04-24T06:15:27.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	1.2381399
"2020821"	"2020-04-24T06:15:27.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	50.907883
"2020821"	"2020-04-24T06:15:27.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	26.310814
"2020821"	"2020-04-24T06:16:04.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	7.240429
"2020821"	"2020-04-24T06:16:04.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	14.610934
"2020821"	"2020-04-24T06:16:42.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	7.23367
"2020821"	"2020-04-24T06:16:42.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	22.709602
"2020821"	"2020-04-24T06:16:42.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	2.4492202
"2020821"	"2020-04-24T06:18:40.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	8.933093
"2020821"	"2020-04-24T06:18:40.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	4.908169
"2020821"	"2020-04-24T06:19:55.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	1.2503392
"2020821"	"2020-04-24T06:19:55.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	0.18354431
"2020821"	"2020-04-24T06:20:35.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	3.5840676
"2020821"	"2020-04-24T06:20:35.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	7.364709
"2020821"	"2020-04-24T06:21:25.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	0.8073862
"2020821"	"2020-04-24T06:21:25.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.9472218
"2020821"	"2020-04-24T06:23:05.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	6.7706943
"2020821"	"2020-04-24T06:23:05.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	5.8742065
"2020821"	"2020-04-24T06:34:19.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	16.626974
"2020821"	"2020-04-24T06:41:41.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	62.808964
"2020821"	"2020-04-24T06:41:41.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	181.83012
"2020821"	"2020-04-24T06:42:51.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	123.69298
"2020821"	"2020-04-24T06:42:51.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	982.51196
"2020821"	"2020-04-24T06:44:01.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	58.313454
"2020821"	"2020-04-24T06:44:40.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	15.740149
"2020821"	"2020-04-24T06:44:40.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	7.674842
"2020821"	"2020-04-24T06:45:32.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	9.337282
"2020821"	"2020-04-24T06:45:32.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	36.51153
"2020821"	"2020-04-24T06:45:32.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	3.6845522
"2020821"	"2020-04-24T06:45:32.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	141.13562
"2020821"	"2020-04-24T06:45:32.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	62.857388
"2020821"	"2020-04-24T06:46:33.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	0.77829087
"2020821"	"2020-04-24T06:46:33.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	213.15358
"2020821"	"2020-04-24T06:50:12.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.16065815
"2020821"	"2020-04-24T06:50:12.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	4.6499367
"2020821"	"2020-04-24T06:51:26.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	5.7013993
"2020821"	"2020-04-24T06:51:26.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	1.8025151
"2020821"	"2020-04-24T06:53:57.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	45.3839
"2020821"	"2020-04-24T06:53:57.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	52.87975
"2020821"	"2020-04-24T06:53:57.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	123.04744
"2020821"	"2020-04-24T06:53:57.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	4.267927
"2020821"	"2020-04-24T06:54:34.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	2.5063748
"2020821"	"2020-04-24T06:54:34.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	8.216303
"2020821"	"2020-04-24T06:55:46.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	14.813692
"2020821"	"2020-04-24T06:55:46.000Z"	"38000/2"	"27"	"P"	"8"	"8"	80	70	0.149796
"2020821"	"2020-04-24T06:56:23.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	122.49545
"2020821"	"2020-04-24T06:56:23.000Z"	"38000/2"	"27"	"P"	"8"	"8"	80	70	2.6199396
"2020821"	"2020-04-24T07:06:32.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	658.6567
"2020821"	"2020-04-24T07:08:25.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	109.31378
"2020821"	"2020-04-24T07:08:25.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	698.4753
"2020821"	"2020-04-24T07:08:25.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	2306.9885
"2020821"	"2020-04-24T07:08:25.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	157.67552
"2020821"	"2020-04-24T07:09:41.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	135.69641
"2020821"	"2020-04-24T07:10:18.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	2.7076402
"2020821"	"2020-04-24T07:10:18.000Z"	"38000/2"	"27"	"P"	"8"	"8"	80	70	135.81436
"2020821"	"2020-04-24T07:13:24.000Z"	"38000/2"	"27"	"P"	"8"	"8"	80	70	2.493038
"2020821"	"2020-04-24T07:14:01.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	1.3660932
"2020821"	"2020-04-24T07:14:01.000Z"	"38000/2"	"27"	"P"	"8"	"8"	80	70	6.5410404
"2020821"	"2020-04-24T07:14:38.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	131.58743
"2020821"	"2020-04-24T07:14:38.000Z"	"38000/2"	"27"	"P"	"8"	"8"	80	70	147.63455
"2020821"	"2020-04-24T07:15:55.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	16.927288
"2020821"	"2020-04-24T07:15:55.000Z"	"38000/2"	"27"	"P"	"8"	"8"	80	70	56.259274
"2020821"	"2020-04-24T07:18:01.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	30.509739
"2020821"	"2020-04-24T07:18:01.000Z"	"38000/2"	"27"	"P"	"8"	"8"	80	70	8.747453
"2020821"	"2020-04-24T07:20:48.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	9.1292
"2020821"	"2020-04-24T07:20:48.000Z"	"38000/2"	"27"	"P"	"8"	"8"	80	70	12.045193
"2020821"	"2020-04-24T07:21:24.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	20.581137
"2020821"	"2020-04-24T07:21:24.000Z"	"38000/2"	"27"	"P"	"8"	"8"	80	70	233.94342
"2020821"	"2020-04-24T07:22:00.000Z"	"38000/2"	"27"	"P"	"8"	"8"	80	70	5.4384546
"2020821"	"2020-04-24T07:23:44.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	9.377168
"2020821"	"2020-04-24T07:23:44.000Z"	"38000/2"	"27"	"P"	"8"	"8"	80	70	2.154067
"2020821"	"2020-04-24T07:24:18.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	1.956474
"2020821"	"2020-04-24T07:24:18.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	313.58234
"2020821"	"2020-04-24T07:30:01.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	0.12678343
"2020821"	"2020-04-24T07:30:01.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	111.1506
"2020821"	"2020-04-24T07:30:01.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	25.058216
"2020821"	"2020-04-24T07:30:35.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	2.440905
"2020821"	"2020-04-24T07:32:19.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	1.1025003
"2020821"	"2020-04-24T07:32:19.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	13.945743
"2020821"	"2020-04-24T07:35:11.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	3.5418234
"2020821"	"2020-04-24T07:35:11.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	0.88967377
"2020821"	"2020-04-24T07:35:46.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	393.39505
"2020821"	"2020-04-24T07:35:46.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	7.881872
"2020821"	"2020-04-24T07:35:46.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	12.472576
"2020821"	"2020-04-24T07:39:49.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	7.618656
"2020821"	"2020-04-24T07:39:49.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	99.44648
"2020821"	"2020-04-24T07:39:49.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	14.009491
"2020821"	"2020-04-24T07:40:24.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	2.5651832
"2020821"	"2020-04-24T07:40:24.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	6.4369893
"2020821"	"2020-04-24T07:40:24.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	0.15312886
"2020821"	"2020-04-24T07:41:00.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	3.8617373
"2020821"	"2020-04-24T07:41:00.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	3.1793666
"2020821"	"2020-04-24T07:41:00.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	2.5771189
"2020821"	"2020-04-24T07:41:00.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	1.4822575
"2020821"	"2020-04-24T07:41:35.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	5.8953614
"2020821"	"2020-04-24T07:41:35.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	40.240196
"2020821"	"2020-04-24T07:41:35.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	36.127174
"2020821"	"2020-04-24T07:41:35.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	7.571003
"2020821"	"2020-04-24T07:41:35.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	9.924332
"2020821"	"2020-04-24T07:42:46.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	2.4007041
"2020821"	"2020-04-24T07:42:46.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	58.309082
"2020821"	"2020-04-24T07:42:46.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	77.9401
"2020821"	"2020-04-24T07:42:46.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	18.242376
"2020821"	"2020-04-24T07:43:21.000Z"	"38000/2"	"27"	"P"	"2"	"2"	20	10	6.938599
"2020821"	"2020-04-24T07:43:21.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	36.15392
"2020821"	"2020-04-24T07:43:21.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	14.6066265
"2020821"	"2020-04-24T07:43:21.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	0.9569689
"2020821"	"2020-04-24T07:43:21.000Z"	"38000/2"	"27"	"P"	"7"	"7"	70	60	23.652939
"2020821"	"2020-04-24T07:50:57.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	1.6961068
"2020821"	"2020-04-24T07:50:57.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	0.1479848
"2020821"	"2020-04-24T07:56:11.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	9.489306
"2020821"	"2020-04-24T07:56:11.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	4.364818
"2020821"	"2020-04-24T07:57:56.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	6.2194486
"2020821"	"2020-04-24T07:57:56.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	23.113523
"2020821"	"2020-04-24T07:57:56.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	20.775913
"2020821"	"2020-04-24T07:59:41.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.92855626
"2020821"	"2020-04-24T07:59:41.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	3.7692752
"2020821"	"2020-04-24T08:05:30.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.456159
"2020821"	"2020-04-24T08:05:30.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	4.530191
"2020821"	"2020-04-24T08:06:40.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.715672
"2020821"	"2020-04-24T08:06:40.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	1.5974979
"2020821"	"2020-04-24T08:10:10.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	4.224654
"2020821"	"2020-04-24T08:10:10.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	2.6776564
"2020821"	"2020-04-24T08:12:30.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.27781445
"2020821"	"2020-04-24T08:12:30.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	8.182689
"2020821"	"2020-04-24T08:12:30.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	0.17576046
"2020821"	"2020-04-24T08:13:40.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.89507407
"2020821"	"2020-04-24T08:13:40.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	28.917559
"2020821"	"2020-04-24T08:13:40.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	22.21276
"2020821"	"2020-04-24T08:13:40.000Z"	"38000/2"	"27"	"P"	"6"	"6"	60	50	22.475185
"2020821"	"2020-04-24T08:17:08.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	3.7324588
"2020821"	"2020-04-24T08:17:43.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.034708098
"2020821"	"2020-04-24T08:17:43.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	14.592797
"2020821"	"2020-04-24T08:17:43.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	4.516376
"2020821"	"2020-04-24T08:18:53.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.110909805
"2020821"	"2020-04-24T08:18:53.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	8.647164
"2020821"	"2020-04-24T08:19:27.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	4.6065
"2020821"	"2020-04-24T08:19:27.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	1.3144914
"2020821"	"2020-04-24T08:20:02.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	11.5359745
"2020821"	"2020-04-24T08:20:02.000Z"	"38000/2"	"27"	"P"	"5"	"5"	50	40	6.6144485
"2020821"	"2020-04-24T08:21:12.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	5.291235
"2020821"	"2020-04-24T08:27:05.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	2.0592573
"2020821"	"2020-04-24T08:27:05.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	6.619951
"2020821"	"2020-04-24T08:28:26.000Z"	"38000/2"	"27"	"P"	"3"	"3"	30	20	0.76286495
"2020821"	"2020-04-24T08:28:26.000Z"	"38000/2"	"27"	"P"	"4"	"4"	40	30	6.7653356
